Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,<2013,2013,2014,2015,2016,2017,subtotal,>2017,total
2015,"The low oxygen, oxidative and osmotic stress responses synergistically act through the ethylene response factor VII genes RAP2.12, RAP2.2 and RAP2.3","Papdi C., Perez-Salamo I., Joseph M.P., Giuntoli B., Bogre L., Koncz C., Szabados L.",9607412,Plant Journal,82,5,0,0,0,3,7,6,16,0,16
2015,Symbiodinium transcriptome and global responses of cells to immediate changes in light intensity when grown under autotrophic or mixotrophic conditions,"Xiang T., Nelson W., Rodriguez J., Tolleter D., Grossman A.R.",9607412,Plant Journal,82,1,0,0,0,1,11,2,14,0,14
2015,Analysis of non-coding transcriptome in rice and maize uncovers roles of conserved lncRNAs associated with agriculture traits,"Wang H., Niu Q.-W., Wu H.-W., Liu J., Ye J., Yu N., Chua N.-H.",9607412,Plant Journal,84,2,0,0,0,0,6,4,10,0,10
2015,An autophosphorylation site database for leucine-rich repeat receptor-like kinases in Arabidopsis thaliana,"Mitra S.K., Chen R., Dhandaydham M., Wang X., Blackburn R.K., Kota U., Goshe M.B., Schwartz D., Huber S.C., Clouse S.D.",9607412,Plant Journal,82,6,0,0,0,0,5,1,6,0,6
2015,CGR2 and CGR3 have critical overlapping roles in pectin methylesterification and plant growth in Arabidopsis thaliana,"Kim S.-J., Held M.A., Zemelis S., Wilkerson C., Brandizzi F.",9607412,Plant Journal,82,2,0,0,0,0,9,2,11,0,11
2015,"Expression activation and functional analysis of HLA3, a putative inorganic carbon transporter in Chlamydomonas reinhardtii","Gao H., Wang Y., Fei X., Wright D.A., Spalding M.H.",9607412,Plant Journal,82,1,0,0,0,4,4,1,9,0,9
2015,The GI-CDF module of Arabidopsis affects freezing tolerance and growth as well as flowering,"Fornara F., De Montaigu A., Sanchez-Villarreal A., Takahashi Y., Ver Loren Van Themaat E., Huettel B., Davis S.J., Coupland G.",9607412,Plant Journal,81,5,0,0,0,2,8,3,13,0,13
2015,Transcriptional and metabolic alternations rebalance wheat grain storage protein accumulation under variable nitrogen and sulfur supply,"Dai Z., Plessis A., Vincent J., Duchateau N., Besson A., Dardevet M., Prodhomme D., Gibon Y., Hilbert G., Pailloux M., Ravel C., Martre P.",9607412,Plant Journal,83,2,0,0,0,0,1,1,2,0,2
2015,The dynamics of FLOWERING LOCUS T expression encodes long-day information,"Krzymuski M., Andres F., Cagnola J.I., Jang S., Yanovsky M.J., Coupland G., Casal J.J.",9607412,Plant Journal,83,6,0,0,0,0,4,2,6,0,6
2015,Arabidopsis TAF1 is an MRE11-interacting protein required for resistance to genotoxic stress and viability of the male gametophyte,"Waterworth W.M., Drury G.E., Blundell-Hunter G., West C.E.",9607412,Plant Journal,84,3,0,0,0,0,1,0,1,0,1
2015,Respective contributions of Arabidopsis DCL2 and DCL4 to RNA silencing,"Parent J.-S., Bouteiller N., Elmayan T., Vaucheret H.",9607412,Plant Journal,81,2,0,0,0,8,12,11,31,0,31
2015,Arabidopsis PLC2 is involved in auxin-modulated reproductive development,"Li L., He Y., Wang Y., Zhao S., Chen X., Ye T., Wu Y., Wu Y.",9607412,Plant Journal,84,3,0,0,0,0,1,2,3,0,3
2015,Probing formation of cargo/importin-α transport complexes in plant cells using a pathogen effector,"Wirthmueller L., Roth C., Fabro G., Caillaud M.-C., Rallapalli G., Asai S., Sklenar J., Jones A.M.E., Wiermer M., Jones J.D.G., Banfield M.J.",9607412,Plant Journal,81,1,0,0,0,0,6,0,6,0,6
2015,Histone H2A/H2B chaperones: From molecules to chromatin-based functions in plant growth and development,"Zhou W., Zhu Y., Dong A., Shen W.-H.",9607412,Plant Journal,83,1,0,0,0,3,2,4,9,0,9
2015,Downy mildew resistant 6 and DMR6-like oxygenase 1 are partially redundant but distinct suppressors of immunity in Arabidopsis,"Zeilmaker T., Ludwig N.R., Elberse J., Seidl M.F., Berke L., Van Doorn A., Schuurink R.C., Snel B., Van Den Ackerveken G.",9607412,Plant Journal,81,2,0,0,0,4,3,2,9,0,9
2015,Repression of jasmonate signaling by a non-TIFY JAZ protein in Arabidopsis,"Thireault C., Shyu C., Yoshida Y., St. Aubin B., Campos M.L., Howe G.A.",9607412,Plant Journal,82,4,0,0,0,1,11,2,14,0,14
2015,Pollen S-locus F-box proteins of Petunia involved in S-RNase-based self-incompatibility are themselves subject to ubiquitin-mediated degradation,"Sun P., Li S., Lu D., Williams J.S., Kao T.-H.",9607412,Plant Journal,83,2,0,0,0,0,2,1,3,0,3
2015,A laser ablation ICP-MS based method for multiplexed immunoblot analysis: Applications to manganese-dependent protein dynamics of photosystem II in barley (Hordeum vulgare L.),"De Bang T.C., Petersen Jo., Pedas P.R., Rogowska-Wrzesinska A., Jensen O.N., Schjoerring J.K., Jensen P.E., Thelen J.J., Husted S.",9607412,Plant Journal,83,3,0,0,0,1,2,0,3,0,3
2015,Strawberry homologue of TERMINAL FLOWER1 integrates photoperiod and temperature signals to inhibit flowering,"Rantanen M., Kurokura T., Jiang P., Mouhu K., Hytonen T.",9607412,Plant Journal,82,1,0,0,0,0,4,1,5,0,5
2015,Liquid chromatography high-resolution mass spectrometry for fatty acid profiling,"Bromke M.A., Hochmuth A., Tohge T., Fernie A.R., Giavalisco P., Burgos A., Willmitzer L., Brotman Y.",9607412,Plant Journal,81,3,0,0,2,1,5,3,11,0,11
2015,TRANSPARENT TESTA 13 is a tonoplast P&lt;inf&gt;3A&lt;/inf&gt;-ATPase required for vacuolar deposition of proanthocyanidins in Arabidopsis thaliana seeds,"Appelhagen I., Nordholt N., Seidel T., Spelt K., Koes R., Quattrochio F., Sagasser M., Weisshaar B.",9607412,Plant Journal,82,5,0,0,0,2,5,1,8,0,8
2015,The wheat resistance gene Lr34 results in the constitutive induction of multiple defense pathways in transgenic barley,"Chauhan H., Boni R., Bucher R., Kuhn B., Buchmann G., Sucher J., Selter L.L., Hensel G., Kumlehn J., Bigler L., Glauser G., Wicker T., Krattinger S.G., Keller B.",9607412,Plant Journal,84,1,0,0,0,0,5,2,7,0,7
2015,Full-length transcriptome sequences and splice variants obtained by a combination of sequencing platforms applied to different root tissues of Salvia miltiorrhiza and tanshinone biosynthesis,"Xu Z., Peters R.J., Weirather J., Luo H., Liao B., Zhang X., Zhu Y., Ji A., Zhang B., Hu S., Au K.F., Song J., Chen S.",9607412,Plant Journal,82,6,0,0,0,3,22,10,35,0,35
2015,Seed dormancy cycling in Arabidopsis: Chromatin remodelling and regulation of DOG1 in response to seasonal environmental signals,"Footitt S., Muller K., Kermode A.R., Finch-Savage W.E.",9607412,Plant Journal,81,3,0,0,0,1,9,8,18,0,18
2015,The chromatin-remodeling factor AtINO80 plays crucial roles in genome stability maintenance and in plant development,"Zhang C., Cao L., Rong L., An Z., Zhou W., Ma J., Shen W.-H., Zhu Y., Dong A.",9607412,Plant Journal,82,4,0,0,0,2,4,4,10,0,10
2015,Arabidopsis dynamin-related protein 1E in sphingolipid-enriched plasma membrane domains is associated with the development of freezing tolerance,"Minami A., Tominaga Y., Furuto A., Kondo M., Kawamura Y., Uemura M.",9607412,Plant Journal,83,3,0,0,0,0,0,2,2,0,2
2015,Phototropins maintain robust circadian oscillation of PSII operating efficiency under blue light,"Litthauer S., Battle M.W., Lawson T., Jones M.A.",9607412,Plant Journal,83,6,0,0,0,0,4,1,5,0,5
2015,Identification of mutations allowing Natural Resistance Associated Macrophage Proteins (NRAMP) to discriminate against cadmium,"Pottier M., Oomen R., Picco C., Giraudat J., Scholz-Starke J., Richaud P., Carpaneto A., Thomine S.",9607412,Plant Journal,83,4,0,0,0,0,7,4,11,0,11
2015,Epigenetic control of juvenile-to-adult phase transition by the Arabidopsis SAGA-like complex,"Kim J.-Y., Oh J.E., Noh Y.-S., Noh B.",9607412,Plant Journal,83,3,0,0,0,1,1,2,4,0,4
2015,"Enzyme activities of Arabidopsis inositol polyphosphate kinases AtIPK2α and AtIPK2β are involved in pollen development, pollen tube guidance and embryogenesis","Zhan H., Zhong Y., Yang Z., Xia H.",9607412,Plant Journal,82,5,0,0,0,1,1,1,3,0,3
2015,Auxin influx importers modulate serration along the leaf margin,"Kasprzewska A., Carter R., Swarup R., Bennett M., Monk N., Hobbs J.K., Fleming A.",9607412,Plant Journal,83,4,0,0,0,0,2,0,2,0,2
2015,"SAD1, an RNA polymerase I subunit A34.5 of rice, interacts with Mediator and controls various aspects of plant development","Li W., Yoshida A., Takahashi M., Maekawa M., Kojima M., Sakakibara H., Kyozuka J.",9607412,Plant Journal,81,2,0,0,0,1,5,4,10,0,10
2015,Reevaluation of the CLV3-receptor interaction in the shoot apical meristem: Dissection of the CLV3 signaling pathway from a direct ligand-binding point of view,"Shinohara H., Matsubayashi Y.",9607412,Plant Journal,82,2,0,0,0,5,11,5,21,0,21
2015,"Distinct 18S rRNA precursors are targets of the exosome complex, the exoribonuclease RRP6L2 and the terminal nucleotidyltransferase TRL in Arabidopsis thaliana","Sikorski P.J., Zuber H., Philippe L., Sement F.M., Canaday J., Kufel J., Gagliardi D., Lange H.",9607412,Plant Journal,83,6,0,0,0,0,4,0,4,0,4
2015,"Diversification of the celiac disease α-gliadin complex in wheat: A 33-mer peptide with six overlapping epitopes, evolved following polyploidization","Ozuna C.V., Iehisa J.C.M., Gimenez M.J., Alvarez J.B., Sousa C., Barro F.",9607412,Plant Journal,82,5,0,0,0,1,6,0,7,0,7
2015,Involvement of OsPht1;4 in phosphate acquisition and mobilization facilitates embryo development in rice,"Zhang F., Sun Y., Pei W., Jain A., Sun R., Cao Y., Wu X., Jiang T., Zhang L., Fan X., Chen A., Shen Q., Xu G., Sun S.",9607412,Plant Journal,82,4,0,0,0,2,6,1,9,0,9
2015,Elucidating steroid alkaloid biosynthesis in Veratrum californicum: Production of verazine in Sf9 cells,"Augustin M.M., Ruzicka D.R., Shukla A.K., Augustin J.M., Starks C.M., O'Neil-Johnson M., McKain M.R., Evans B.S., Barrett M.D., Smithson A., Wong G.K.-S., Deyholos M.K., Edger P.P., Pires J.C., Leebens-Mack J.H., Mann D.A., Kutchan T.M.",9607412,Plant Journal,82,6,0,0,0,0,3,1,4,0,4
2015,Cyclin-dependent kinase-activating kinases CDKD;1 and CDKD;3 are essential for preserving mitotic activity in Arabidopsis thaliana,"Takatsuka H., Umeda-Hara C., Umeda M.",9607412,Plant Journal,82,6,0,0,0,0,0,2,2,0,2
2015,Lack of cytosolic glutamine synthetase1;2 in vascular tissues of axillary buds causes severe reduction in their outgrowth and disorder of metabolic balance in rice seedlings,"Ohashi M., Ishiyama K., Kusano M., Fukushima A., Kojima S., Hanada A., Kanno K., Hayakawa T., Seto Y., Kyozuka J., Yamaguchi S., Yamaya T.",9607412,Plant Journal,81,2,0,0,0,3,0,3,6,0,6
2015,"ZmZHOUPI, an endosperm-specific basic helix-loop-helix transcription factor involved in maize seed development","Grimault A., Gendrot G., Chamot S., Widiez T., Rabille H., Gerentes M.-F., Creff A., Thevenin J., Dubreucq B., Ingram G.C., Rogowsky P.M., Depege-Fargeix N.",9607412,Plant Journal,84,3,0,0,0,0,2,4,6,0,6
2015,Cotton polyamine oxidase is required for spermine and camalexin signalling in the defence response to Verticillium dahliae,"Mo H., Wang X., Zhang Y., Zhang G., Zhang J., Ma Z.",9607412,Plant Journal,83,6,0,0,0,1,6,4,11,0,11
2015,The maize transcription factor EREB58 mediates the jasmonate-induced production of sesquiterpene volatiles,"Li S., Wang H., Li F., Chen Z., Li X., Zhu L., Wang G., Yu J., Huang D., Lang Z.",9607412,Plant Journal,84,2,0,0,0,0,2,0,2,0,2
2015,The histone chaperone complex HIR maintains nucleosome occupancy and counterbalances impaired histone deposition in CAF-1 complex mutants,"Duc C., Benoit M., Le Goff S., Simon L., Poulet A., Cotterell S., Tatout C., Probst A.V.",9607412,Plant Journal,81,5,0,0,0,6,1,2,9,0,9
2015,Loss of function mutations in the rice chromomethylase OsCMT3a cause a burst of transposition,"Cheng C., Tarutani Y., Miyao A., Ito T., Yamazaki M., Sakai H., Fukai E., Hirochika H.",9607412,Plant Journal,83,6,0,0,0,0,4,4,8,0,8
2015,Evolutionary divergence of β-expansin structure and function in grasses parallels emergence of distinctive primary cell wall traits,"Sampedro J., Guttman M., Li L.-C., Cosgrove D.J.",9607412,Plant Journal,81,1,0,0,0,3,7,1,11,0,11
2015,"Rice Exo70 interacts with a fungal effector, AVR-Pii, and is required for AVR-Pii-triggered immunity","Fujisaki K., Abe Y., Ito A., Saitoh H., Yoshida K., Kanzaki H., Kanzaki E., Utsushi H., Yamashita T., Kamoun S., Terauchi R.",9607412,Plant Journal,83,5,0,0,0,0,14,2,16,0,16
2015,A node-localized transporter OsZIP3 is responsible for the preferential distribution of Zn to developing tissues in rice,"Sasaki A., Yamaji N., Mitani-Ueno N., Kashino M., Ma J.F.",9607412,Plant Journal,84,2,0,0,0,0,2,0,2,0,2
2015,"Empty pericarp7 encodes a mitochondrial E-subgroup pentatricopeptide repeat protein that is required for ccmF<inf>N</inf> editing, mitochondrial function and seed development in maize","Sun F., Wang X., Bonnard G., Shen Y., Xiu Z., Li X., Gao D., Zhang Z., Tan B.-C.",9607412,Plant Journal,84,2,0,0,0,0,4,4,8,0,8
2015,"THO2, a core member of the THO/TREX complex, is required for microRNA production in Arabidopsis","Francisco-Mangilet A.G., Karlsson P., Kim M.-H., Eo H.J., Oh S.A., Kim J.H., Kulcheski F.R., Park S.K., Manavella P.A.",9607412,Plant Journal,82,6,0,0,0,2,1,3,6,0,6
2015,Crystal structure of the effector AvrLm4-7 of Leptosphaeria maculans reveals insights into its translocation into plant cells and recognition by resistance proteins,"Blondeau K., Blaise F., Graille M., Kale S.D., Linglin J., Ollivier B., Labarde A., Lazar N., Daverdin G., Balesdent M.-H., Choi D.H.Y., Tyler B.M., Rouxel T., Van Tilbeurgh H., Fudal I.",9607412,Plant Journal,83,4,0,0,0,0,2,4,6,0,6
2015,Regulation of the Arabidopsis CBF regulon by a complex low-temperature regulatory network,"Park S., Lee C.-M., Doherty C.J., Gilmour S.J., Kim Y., Thomashow M.F.",9607412,Plant Journal,82,2,0,0,0,10,23,12,45,0,45
2015,RECA plays a dual role in the maintenance of chloroplast genome stability in Physcomitrella patens,"Odahara M., Inouye T., Nishimura Y., Sekine Y.",9607412,Plant Journal,84,3,0,0,0,0,1,0,1,0,1
2015,"Brassinosteroids promote development of rice pollen grains and seeds by triggering expression of Carbon Starved Anther, a MYB domain protein","Zhu X., Liang W., Cui X., Chen M., Yin C., Luo Z., Zhu J., Lucas W.J., Wang Z., Zhang D.",9607412,Plant Journal,82,4,0,0,0,2,6,3,11,0,11
2015,Identification of a Taraxacum brevicorniculatum rubber elongation factor protein that is localized on rubber particles and promotes rubber biosynthesis,"Laibach N., Hillebrand A., Twyman R.M., Prufer D., Gronover C.S.",9607412,Plant Journal,82,4,0,0,0,0,3,5,8,0,8
2015,A conserved role for CUP-SHAPED COTYLEDON genes during ovule development,"Goncalves B., Hasson A., Belcram K., Cortizo M., Morin H., Nikovics K., Vialette-Guiraud A., Takeda S., Aida M., Laufs P., Arnaud N.",9607412,Plant Journal,83,4,0,0,0,3,6,2,11,0,11
2015,The receptor kinase CERK1 has dual functions in symbiosis and immunity signalling,"Zhang X., Dong W., Sun J., Feng F., Deng Y., He Z., Oldroyd G.E.D., Wang E.",9607412,Plant Journal,81,2,0,0,0,14,17,6,37,0,37
2015,Functional characterization of mutants affected in the carbonic anhydrase domain of the respiratory complex i in Arabidopsis thaliana,"Soto D., Cordoba J.P., Villarreal F., Bartoli C., Schmitz J., Maurino V.G., Braun H.P., Pagnussat G.C., Zabaleta E.",9607412,Plant Journal,83,5,0,0,0,0,11,3,14,0,14
2015,The CO&lt;inf&gt;2&lt;/inf&gt; concentrating mechanism and photosynthetic carbon assimilation in limiting CO&lt;inf&gt;2&lt;/inf&gt;: How Chlamydomonas works against the gradient,"Wang Y., Stessman D.J., Spalding M.H.",9607412,Plant Journal,82,3,0,0,0,1,19,7,27,0,27
2015,HOS1 regulates Argonaute1 by promoting transcription of the microRNA gene MIR168b in Arabidopsis,"Wang B., Duan C.-G., Wang X., Hou Y.-J., Yan J., Gao C., Kim J.-H., Zhang H., Zhu J.-K.",9607412,Plant Journal,81,6,0,0,0,2,3,4,9,0,9
2015,Homology-dependent repair is involved in 45S rDNA loss in plant CAF-1 mutants,"Muchova V., Amiard S., Mozgova I., Dvorackova M., Gallego M.E., White C., Fajkus J.",9607412,Plant Journal,81,2,0,0,0,3,6,1,10,0,10
2015,Classic myrosinase-dependent degradation of indole glucosinolate attenuates fumonisin B1-induced programmed cell death in Arabidopsis,"Zhao Y., Wang J., Liu Y., Miao H., Cai C., Shao Z., Guo R., Sun B., Jia C., Zhang L., Gigolashvili T., Wang Q.",9607412,Plant Journal,81,6,0,0,0,0,2,1,3,0,3
2015,The deubiquitinating enzyme AMSH1 is required for rhizobial infection and nodule organogenesis in Lotus japonicus,"Malolepszy A., Urbanski D.F., James E.K., Sandal N., Isono E., Stougaard J., Andersen S.U.",9607412,Plant Journal,83,4,0,0,0,0,5,2,7,0,7
2015,Changing a conserved amino acid in R2R3-MYB transcription repressors results in cytoplasmic accumulation and abolishes their repressive activity in Arabidopsis,"Zhou M., Sun Z., Wang C., Zhang X., Tang Y., Zhu X., Shao J., Wu Y.",9607412,Plant Journal,84,2,0,0,0,0,3,1,4,0,4
2015,A lycopene β-cyclase/lycopene ε-cyclase/light-harvesting complex-fusion protein from the green alga Ostreococcus lucimarinus can be modified to produce α-carotene and β-carotene at different ratios,"Blatt A., Bauch M.E., Porschke Y., Lohr M.",9607412,Plant Journal,82,4,0,0,0,0,1,1,2,0,2
2015,High-level expression and phosphorylation of phytochrome B modulates flowering time in Arabidopsis,"Hajdu A., Adam E., Sheerin D.J., Dobos O., Bernula P., Hiltbrunner A., Kozma-Bognar L., Nagy F.",9607412,Plant Journal,83,5,0,0,0,1,2,3,6,0,6
2015,Glutathione plays an essential role in nitric oxide-mediated iron-deficiency signaling and iron-deficiency tolerance in Arabidopsis,"Shanmugam V., Wang Y.-W., Tsednee M., Karunakaran K., Yeh K.-C.",9607412,Plant Journal,84,3,0,0,0,0,2,1,3,0,3
2015,Chlamydomonas as a model for biofuels and bio-products production,"Scranton M.A., Ostrand J.T., Fields F.J., Mayfield S.P.",9607412,Plant Journal,82,3,0,0,0,5,19,3,27,0,27
2015,Gene targeting by the TAL effector PthXo2 reveals cryptic resistance gene for bacterial blight of rice,"Zhou J., Peng Z., Long J., Sosso D., Liu B., Eom J.-S., Huang S., Liu S., Vera Cruz C., Frommer W.B., White F.F., Yang B.",9607412,Plant Journal,82,4,0,0,0,7,13,9,29,0,29
2015,Transcription factor WRKY46 modulates the development of Arabidopsis lateral roots in osmotic/salt stress conditions via regulation of ABA signaling and auxin homeostasis,"Ding Z.J., Yan J.Y., Li C.X., Li G.X., Wu Y.R., Zheng S.J.",9607412,Plant Journal,84,1,0,0,0,1,11,5,17,0,17
2015,"The DYT1-interacting proteins bHLH010, bHLH089 and bHLH091 are redundantly required for Arabidopsis anther development and transcriptome","Zhu E., You C., Wang S., Cui J., Niu B., Wang Y., Qi J., Ma H., Chang F.",9607412,Plant Journal,83,6,0,0,0,0,7,8,15,0,15
2015,"Hetero-trans-β-glucanase, an enzyme unique to Equisetum plants, functionalizes cellulose","Simmons T.J., Mohler K.E., Holland C., Goubet F., Frankova L., Houston D.R., Hudson A.D., Meulewaeter F., Fry S.C.",9607412,Plant Journal,83,5,0,0,0,0,1,2,3,0,3
2015,Arabidopsis ACT11 modifies actin turnover to promote pollen germination and maintain the normal rate of tube growth,"Chang M., Huang S.",9607412,Plant Journal,83,3,0,0,0,1,3,1,5,0,5
2015,Ethylene mediates brassinosteroid-induced stomatal closure via Gα protein-activated hydrogen peroxide and nitric oxide production in Arabidopsis,"Shi C., Qi C., Ren H., Huang A., Hei S., She X.",9607412,Plant Journal,82,2,0,0,0,2,7,5,14,0,14
2015,PRL1 modulates root stem cell niche activity and meristem size through WOX5 and PLTs in Arabidopsis,"Ji H., Wang S., Li K., Szakonyi D., Koncz C., Li X.",9607412,Plant Journal,81,3,0,0,0,2,6,0,8,0,8
2015,A 'golden' SNP in CmOr governs the fruit flesh color of melon (Cucumis melo),"Tzuri G., Zhou X., Chayut N., Yuan H., Portnoy V., Meir A., Sa'Ar U., Baumkoler F., Mazourek M., Lewinsohn E., Fei Z., Schaffer A.A., Li L., Burger J., Katzir N., Tadmor Y.",9607412,Plant Journal,82,2,0,0,0,2,6,5,13,0,13
2015,A nuclear-encoded chloroplast-targeted S1 RNA-binding domain protein affects chloroplast rRNA processing and is crucial for the normal growth of Arabidopsis thaliana,"Han J.H., Lee K., Lee K.H., Jung S., Jeon Y., Pai H.-S., Kang H.",9607412,Plant Journal,83,2,0,0,0,1,3,0,4,0,4
2015,TCP15 modulates cytokinin and auxin responses during gynoecium development in Arabidopsis,"Lucero L.E., Uberti-Manassero N.G., Arce A.L., Colombatti F., Alemano S.G., Gonzalez D.H.",9607412,Plant Journal,84,2,0,0,0,1,9,1,11,0,11
2015,In vivo Rac/Rop localization as well as interaction with RhoGAP and RhoGDI in tobacco pollen tubes: Analysis by low-level expression of fluorescent fusion proteins and bimolecular fluorescence complementation,"Sun J., Eklund D.M., Montes-Rodriguez A., Kost B.",9607412,Plant Journal,84,1,0,0,0,0,1,0,1,0,1
2015,Dynamics of protein and polar lipid recruitment during lipid droplet assembly in Chlamydomonas reinhardtii,"Tsai C.-H., Zienkiewicz K., Amstutz C.L., Brink B.G., Warakanont J., Roston R., Benning C.",9607412,Plant Journal,83,4,0,0,0,0,10,1,11,0,11
2015,The RING finger E3 ligase STRF1 is involved in membrane trafficking and modulates salt-stress response in Arabidopsis thaliana,"Tian M., Lou L., Liu L., Yu F., Zhao Q., Zhang H., Wu Y., Tang S., Xia R., Zhu B., Serino G., Xie Q.",9607412,Plant Journal,82,1,0,0,0,1,9,2,12,0,12
2015,Arabidopsis thaliana ggt1 photorespiratory mutants maintain leaf carbon/nitrogen balance by reducing RuBisCO content and plant growth,"Dellero Y., Lamothe-Sibold M., Jossier M., Hodges M.",9607412,Plant Journal,83,6,0,0,0,0,8,2,10,0,10
2015,Two forward genetic screens for vein density mutants in sorghum converge on a cytochrome P450 gene in the brassinosteroid pathway,"Rizal G., Thakur V., Dionora J., Karki S., Wanchana S., Acebron K., Larazo N., Garcia R., Mabilangan A., Montecillo F., Danila F., Mogul R., Pablico P., Leung H., Langdale J.A., Sheehy J., Kelly S., Quick W.P.",9607412,Plant Journal,84,2,0,0,0,0,3,4,7,0,7
2015,JMJ24 binds to RDR2 and is required for the basal level transcription of silenced loci in Arabidopsis,"Deng S., Xu J., Liu J., Kim S.-H., Shi S., Chua N.-H.",9607412,Plant Journal,83,5,0,0,0,0,3,2,5,0,5
2015,Phosphorylation of CONSTANS and its COP1-dependent degradation during photoperiodic flowering of Arabidopsis,"Sarid-Krebs L., Panigrahi K.C.S., Fornara F., Takahashi Y., Hayama R., Jang S., Tilmes V., Valverde F., Coupland G.",9607412,Plant Journal,84,3,0,0,0,0,4,6,10,0,10
2015,Complex interactions among residues within pore region determine the K&lt;sup&gt;+&lt;/sup&gt; dependence of a KAT1-type potassium channel AmKAT1,"Yang G., Sentenac H., Very A.-A., Su Y.",9607412,Plant Journal,83,3,0,0,0,0,1,0,1,0,1
2015,Regulation of flowering time by the histone deacetylase HDA5 in Arabidopsis,"Luo M., Tai R., Yu C.-W., Yang S., Chen C.-Y., Lin W.-D., Schmidt W., Wu K.",9607412,Plant Journal,82,6,0,0,0,0,5,3,8,0,8
2015,Differential contributions of plant Dicer-like proteins to antiviral defences against potato virus X in leaves and roots,"Andika I.B., Maruyama K., Sun L., Kondo H., Tamada T., Suzuki N.",9607412,Plant Journal,81,5,0,0,0,4,5,4,13,0,13
2015,CURVED CHIMERIC PALEA 1 encoding an EMF1-like protein maintains epigenetic repression of OsMADS58 in rice palea development,"Yan D., Zhang X., Zhang L., Ye S., Zeng L., Liu J., Li Q., He Z.",9607412,Plant Journal,82,1,0,0,0,0,2,2,4,0,4
2015,"OsARID3, an AT-rich Interaction Domain-containing protein, is required for shoot meristem development in rice","Xu Y., Zong W., Hou X., Yao J., Liu H., Li X., Zhao Y., Xiong L.",9607412,Plant Journal,83,5,0,0,0,0,1,0,1,0,1
2015,Light acclimation involves dynamic re-organization of the pigment-protein megacomplexes in non-appressed thylakoid domains,"Suorsa M., Rantala M., Mamedov F., Lespinasse M., Trotta A., Grieco M., Vuorio E., Tikkanen M., Jarvi S., Aro E.-M.",9607412,Plant Journal,84,2,0,0,0,0,10,4,14,0,14
2015,The role of plasma membrane H&lt;sup&gt;+&lt;/sup&gt;-ATPase in jasmonate-induced ion fluxes and stomatal closure in Arabidopsis thaliana,"Yan S., McLamore E.S., Dong S., Gao H., Taguchi M., Wang N., Zhang T., Su X., Shen Y.",9607412,Plant Journal,83,4,0,0,0,0,1,0,1,0,1
2015,E3 ubiquitin ligase gene CMPG1-V from Haynaldia villosa L. contributes to powdery mildew resistance in common wheat (Triticum aestivum L.),"Zhu Y., Li Y., Fei F., Wang Z., Wang W., Cao A., Liu Y., Han S., Xing L., Wang H., Chen W., Tang S., Huang X., Shen Q., Xie Q., Wang X.",9607412,Plant Journal,84,1,0,0,0,0,3,0,3,0,3
2015,The NdhV subunit is required to stabilize the chloroplast NADH dehydrogenase-like complex in Arabidopsis,"Fan X., Zhang J., Li W., Peng L.",9607412,Plant Journal,82,2,0,0,0,1,8,0,9,0,9
2015,"Evidence for an unusual transmembrane configuration of AGG3, a class C Gγ subunit of Arabidopsis","Wolfenstetter S., Chakravorty D., Kula R., Urano D., Trusov Y., Sheahan M.B., McCurdy D.W., Assmann S.M., Jones A.M., Botella J.R.",9607412,Plant Journal,81,3,0,0,0,3,5,0,8,0,8
2015,Mechanisms of growth and patterns of gene expression in oxygen-deprived rice coleoptiles,"Narsai R., Edwards J.M., Roberts T.H., Whelan J., Joss G.H., Atwell B.J.",9607412,Plant Journal,82,1,0,0,0,1,5,1,7,0,7
2015,A comprehensive strategy for identifying long-distance mobile peptides in xylem sap,"Okamoto S., Suzuki T., Kawaguchi M., Higashiyama T., Matsubayashi Y.",9607412,Plant Journal,84,3,0,0,0,0,3,1,4,0,4
2015,A molecular mechanism that confines the activity pattern of miR165 in Arabidopsis leaf primordia,"Tatematsu K., Toyokura K., Miyashima S., Nakajima K., Okada K.",9607412,Plant Journal,82,4,0,0,0,1,2,0,3,0,3
2015,CLAUSA restricts tomato leaf morphogenesis and GOBLET expression,"Bar M., Ben-Herzel O., Kohay H., Shtein I., Ori N.",9607412,Plant Journal,83,5,0,0,0,0,4,0,4,0,4
2015,"Identification and genome organization of saponin pathway genes from a wild crucifer, and their use for transient production of saponins in Nicotiana benthamiana","Khakimov B., Kuzina V., Erthmann P.O., Fukushima E.O., Augustin J.M., Olsen C.E., Scholtalbers J., Volpin H., Andersen S.B., Hauser T.P., Muranaka T., Bak S.",9607412,Plant Journal,84,3,0,0,0,0,8,6,14,0,14
2015,In Arabidopsis thaliana two co-adapted cyto-nuclear systems correlate with distinct ccmC transcript sizes,"Stoll K., Jonietz C., Binder S.",9607412,Plant Journal,81,2,0,0,0,0,2,1,3,0,3
2015,WRKY40 and WRKY6 act downstream of the green leaf volatile E-2-hexenal in Arabidopsis,"Mirabella R., Rauwerda H., Allmann S., Scala A., Spyropoulou E.A., De Vries M., Boersma M.R., Breit T.M., Haring M.A., Schuurink R.C.",9607412,Plant Journal,83,6,0,0,0,0,2,1,3,0,3
